,target,mean,SD,R,p
0,bpm,79.12920615718897,25.308114141578724,-0.05149038698039281,0.7523541797911653
1,ibi,803.3244841211467,147.81920722182446,-0.03916119148733429,0.8103959776659025
2,lf,388.1453960523431,318.64369368180803,-0.27653313492416726,0.08410411012721272
3,hf,316.2056701749127,427.01940759124216,-0.2739276253189049,0.0871878062752452
4,lf/hf,2.007079067948286,1.8074618907111326,-0.113821187774639,0.48435258517214635
5,kubios_lf,355.4,270.2832588230355,-0.17553771301070392,0.2786161106651607
6,kubios_hf,325.1,420.04385485327606,-0.31825302224154167,0.04535394296265691
7,kubios_lf/hf,1.806025,1.5222181099878558,-0.06246917102555176,0.7017673457834217
8,sdsd,19.8945345886714,7.503427613694872,-0.19324022159408702,0.23220250612280757
9,rmssd,51.62680569423509,57.936926845333375,-0.12328637636487344,0.4485081152138274
10,pnn20,0.6072675426243532,0.16817893245946605,-0.04288139528370779,0.7927612973484524
11,pnn50,0.2184083530285164,0.27877138550458513,-0.12650721850636543,0.4366494331297043
12,concentration_FC3,0.13392094574704932,0.1465734877943369,0.2532346824985435,0.11488032573903086
13,concentration_FC4,0.07843295241256051,0.12312506352032869,0.2536950961838076,0.11419948298837794
14,concentration_FCz,0.10320025317813118,0.14005140568770977,0.3481690385915182,0.02769468172065577
15,concentration_mean,0.10518471711258034,0.11889169193688569,0.3283528530336167,0.03858573762334184
16,FC3,0.3891788485311323,0.15926965962135958,-0.3074372483702389,0.0536350016798442
17,FC4,0.410334225684014,0.18222355068216867,-0.3686715751548676,0.01923864478374579
18,FCz,0.5415867852268316,0.1513191373977805,-0.44550767898614463,0.003965950549622785
19,mean_3ch,0.44703328648065926,0.15468078579637104,-0.39556713762988166,0.01152240468761167
20,lf_diff,46.30781247202749,333.3619546771685,0.1983854977946829,0.21976434316634996
21,hf_diff,650.6542119834377,982.7329832565401,0.13000373470360954,0.4239744542811237
22,lfhf_diff,-1.1926866579742268,1.426374126697438,0.04461495498226666,0.7845778542394464
23,hr_mad,35.2,26.296577724106992,-0.09776076603196261,0.5484211529278105
24,sd1,36.50452448782126,40.96776043091388,-0.12329982964970967,0.4484582200326014
25,sd2,53.008260297151814,23.3056421455668,-0.0436281429367346,0.7892334576719116
26,s,5344.322898969659,4361.888857748869,-0.22274146773783066,0.16712633043464778
27,sd1/sd2,1.096571878525342,2.2036277755914693,-0.056611840744493186,0.7286141660524027
28,breathingrate,0.20522860281837602,0.1014400553237085,-0.23829812770888953,0.1386691773981817
29,lf_nu,56.86928931117412,18.600110157157058,-0.009146070400421976,0.9553325054545017
30,hf_nu,43.13071068882588,18.600110157157058,0.009146070400421858,0.9553325054545055
